PlantID,AncestorId,Symbol,ScientificName,CommonName,RankId,Rank
89210,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89210,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89210,73681,Rosidae,Rosidae,,70,Subclass
89210,87579,Rosales,Rosales,,80,Order
89210,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89210,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89210,89210,CRGL4,Crataegus glareosa Ashe,Port Huron hawthorn,180,Species
89220,7168,Plantae,Plantae,Plants,10,Kingdom
89220,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89220,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89220,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89220,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89220,73681,Rosidae,Rosidae,,70,Subclass
89220,87579,Rosales,Rosales,,80,Order
89220,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89220,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89220,89220,CRHO5,Crataegus holmesiana Ashe,Holmes' hawthorn,180,Species
89235,7168,Plantae,Plantae,Plants,10,Kingdom
89235,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89235,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89235,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89235,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89235,73681,Rosidae,Rosidae,,70,Subclass
89235,87579,Rosales,Rosales,,80,Order
89235,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89235,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89235,89235,CRIN3,Crataegus intricata Lange,Copenhagen hawthorn,180,Species
89268,7168,Plantae,Plantae,Plants,10,Kingdom
89268,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89268,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89268,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89268,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89268,73681,Rosidae,Rosidae,,70,Subclass
89268,87579,Rosales,Rosales,,80,Order
89268,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89268,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89268,89268,CRIR2,Crataegus irrasa Sarg.,Blanchard's hawthorn,180,Species
89321,7168,Plantae,Plantae,Plants,10,Kingdom
89321,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89321,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89321,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89321,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89321,73681,Rosidae,Rosidae,,70,Subclass
89321,87579,Rosales,Rosales,,80,Order
89321,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89321,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89321,89321,CRMA4,Crataegus margarettiae Ashe,Margarett's hawthorn,180,Species
89272,7168,Plantae,Plantae,Plants,10,Kingdom
89272,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89272,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89272,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89272,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89272,73681,Rosidae,Rosidae,,70,Subclass
89272,87579,Rosales,Rosales,,80,Order
89272,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89272,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89272,89272,CRJE,Crataegus jesupii Sarg.,Jesup's hawthorn,180,Species
89298,7168,Plantae,Plantae,Plants,10,Kingdom
89298,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89298,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89298,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89298,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89298,73681,Rosidae,Rosidae,,70,Subclass
89298,87579,Rosales,Rosales,,80,Order
89298,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89298,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89298,89298,CRLU,Crataegus lucorum Sarg.,grove hawthorn,180,Species
89306,7168,Plantae,Plantae,Plants,10,Kingdom
89306,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89306,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89306,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89306,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89306,73681,Rosidae,Rosidae,,70,Subclass
89306,87579,Rosales,Rosales,,80,Order
89306,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89306,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89306,89306,CRMA3,Crataegus macrosperma Ashe,bigfruit hawthorn,180,Species
89336,7168,Plantae,Plantae,Plants,10,Kingdom
89336,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89336,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89336,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89336,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89336,73681,Rosidae,Rosidae,,70,Subclass
89336,87579,Rosales,Rosales,,80,Order
89336,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89336,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89336,89336,CRMO2,Crataegus mollis Scheele,downy hawthorn,180,Species
89373,7168,Plantae,Plantae,Plants,10,Kingdom
89373,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89373,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89373,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89373,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89373,73681,Rosidae,Rosidae,,70,Subclass
89373,87579,Rosales,Rosales,,80,Order
89373,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89373,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89373,89373,CROP3,Crataegus opulens Sarg.,Rochester hawthorn,180,Species
89415,7168,Plantae,Plantae,Plants,10,Kingdom
89415,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89415,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89415,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89415,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89415,73681,Rosidae,Rosidae,,70,Subclass
89415,87579,Rosales,Rosales,,80,Order
89415,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89415,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89415,89415,CRPR,Crataegus pringlei Sarg.,Pringle's hawthorn,180,Species
89381,7168,Plantae,Plantae,Plants,10,Kingdom
89381,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89381,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89381,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89381,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89381,73681,Rosidae,Rosidae,,70,Subclass
89381,87579,Rosales,Rosales,,80,Order
89381,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89381,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89381,89381,CRPE,Crataegus pedicellata Sarg.,scarlet hawthorn,180,Species
89360,7168,Plantae,Plantae,Plants,10,Kingdom
89360,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89360,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89360,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89360,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89360,73681,Rosidae,Rosidae,,70,Subclass
89360,87579,Rosales,Rosales,,80,Order
89360,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89360,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89360,89360,CRNI4,Crataegus nitidula Sarg.,Ontario hawthorn,180,Species
89454,7168,Plantae,Plantae,Plants,10,Kingdom
89454,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89454,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89454,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89454,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89454,73681,Rosidae,Rosidae,,70,Subclass
89454,87579,Rosales,Rosales,,80,Order
89454,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89454,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89454,89454,CRPR5,Crataegus prona Ashe,Illinois hawthorn,180,Species
89418,7168,Plantae,Plantae,Plants,10,Kingdom
89418,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89418,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89418,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89418,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89418,73681,Rosidae,Rosidae,,70,Subclass
89418,87579,Rosales,Rosales,,80,Order
89418,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89418,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89418,89418,CRPR2,Crataegus pruinosa (Wendl. f.) K. Koch,waxyfruit hawthorn,180,Species
89530,7168,Plantae,Plantae,Plants,10,Kingdom
89530,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89530,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89530,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89530,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89530,73681,Rosidae,Rosidae,,70,Subclass
89530,87579,Rosales,Rosales,,80,Order
89530,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89530,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89530,89530,CRSU2,Crataegus submollis Sarg.,Quebec hawthorn,180,Species
89456,7168,Plantae,Plantae,Plants,10,Kingdom
89456,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89456,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89456,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89456,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89456,73681,Rosidae,Rosidae,,70,Subclass
89456,87579,Rosales,Rosales,,80,Order
89456,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89456,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89456,89456,CRPU,Crataegus punctata Jacq.,dotted hawthorn,180,Species
75989,7168,Plantae,Plantae,Plants,10,Kingdom
75989,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
75989,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
75989,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
75989,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
75989,73681,Rosidae,Rosidae,,70,Subclass
75989,75273,Euphorbiales,Euphorbiales,,80,Order
75989,75289,EUPHOR,Euphorbiaceae Juss.,Spurge family,100,Family
75989,75919,CROTO,Croton L.,croton,140,Genus
75989,75989,CRMO6,Croton monanthogynus Michx.,prairie tea,180,Species
75957,7168,Plantae,Plantae,Plants,10,Kingdom
75957,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
75957,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
75957,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
75957,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
75957,73681,Rosidae,Rosidae,,70,Subclass
75957,75273,Euphorbiales,Euphorbiales,,80,Order
75957,75289,EUPHOR,Euphorbiaceae Juss.,Spurge family,100,Family
75957,75919,CROTO,Croton L.,croton,140,Genus
75957,75957,CRGL2,Croton glandulosus L.,vente conmigo,180,Species
89501,7168,Plantae,Plantae,Plants,10,Kingdom
89501,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89501,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89501,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89501,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89501,73681,Rosidae,Rosidae,,70,Subclass
89501,87579,Rosales,Rosales,,80,Order
89501,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89501,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89501,89501,CRSC80,Crataegus scabrida Sarg.,rough hawthorn,180,Species
89532,7168,Plantae,Plantae,Plants,10,Kingdom
89532,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89532,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89532,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89532,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89532,73681,Rosidae,Rosidae,,70,Subclass
89532,87579,Rosales,Rosales,,80,Order
89532,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89532,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89532,89532,CRSU3,Crataegus suborbiculata Sarg.,Caughuawaga hawthorn,180,Species
89492,7168,Plantae,Plantae,Plants,10,Kingdom
89492,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89492,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89492,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89492,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89492,73681,Rosidae,Rosidae,,70,Subclass
89492,87579,Rosales,Rosales,,80,Order
89492,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89492,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89492,89492,CRSC4,Crataegus schuettei Ashe,Schuette's hawthorn,180,Species
78659,7168,Plantae,Plantae,Plants,10,Kingdom
78659,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
78659,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
78659,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
78659,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
78659,73681,Rosidae,Rosidae,,70,Subclass
78659,76594,Fabales,Fabales,,80,Order
78659,76595,FABACE,Fabaceae Lindl. ,Pea family,100,Family
78659,78574,CROTA,Crotalaria L.,rattlebox,140,Genus
78659,78659,CRSA4,Crotalaria sagittalis L.,arrowhead rattlebox,180,Species
89538,7168,Plantae,Plantae,Plants,10,Kingdom
89538,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
89538,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
89538,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
89538,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
89538,73681,Rosidae,Rosidae,,70,Subclass
89538,87579,Rosales,Rosales,,80,Order
89538,88590,ROSACE,Rosaceae Juss.,Rose family,100,Family
89538,88979,CRATA,Crataegus L.,hawthorn,140,Genus
89538,89538,CRSU5,Crataegus succulenta Schrad. ex Link,fleshy hawthorn,180,Species
14494,7168,Plantae,Plantae,Plants,10,Kingdom
14494,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
14494,12761,Pteridophyta,Pteridophyta,Ferns,40,Division
14494,12762,Filicopsida,Filicopsida,,60,Class
14494,12971,Polypodiales,Polypodiales,,80,Order
14494,14325,PTERID,Pteridaceae E.D.M. Kirchn.,Maidenhair Fern family,100,Family
14494,14487,CRYPT3,Cryptogramma R. Br.,rockbrake,140,Genus
14494,14494,CRST2,Cryptogramma stelleri (S.G. Gmel.) Prantl,fragile rockbrake,180,Species
68919,7168,Plantae,Plantae,Plants,10,Kingdom
68919,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
68919,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
68919,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
68919,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
68919,61782,Dilleniidae,Dilleniidae,,70,Subclass
68919,68688,Violales,Violales,,80,Order
68919,68843,CUCURB,Cucurbitaceae Juss.,Cucumber family,100,Family
68919,68900,CUCUR,Cucurbita L.,gourd,140,Genus
68919,68919,CUPE,Cucurbita pepo L.,field pumpkin,180,Species
73873,7168,Plantae,Plantae,Plants,10,Kingdom
73873,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
73873,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
73873,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
73873,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
73873,73681,Rosidae,Rosidae,,70,Subclass
73873,73682,Apiales,Apiales,,80,Order
73873,73683,APIACE,Apiaceae Lindl.,Carrot family,100,Family
73873,73872,CRYPT5,Cryptotaenia DC.,honewort,140,Genus
73873,73873,CRCA9,Cryptotaenia canadensis (L.) DC.,Canadian honewort,180,Species
14488,7168,Plantae,Plantae,Plants,10,Kingdom
14488,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
14488,12761,Pteridophyta,Pteridophyta,Ferns,40,Division
14488,12762,Filicopsida,Filicopsida,,60,Class
14488,12971,Polypodiales,Polypodiales,,80,Order
14488,14325,PTERID,Pteridaceae E.D.M. Kirchn.,Maidenhair Fern family,100,Family
14488,14487,CRYPT3,Cryptogramma R. Br.,rockbrake,140,Genus
14488,14488,CRAC3,Cryptogramma acrostichoides R. Br.,American rockbrake,180,Species
53220,7168,Plantae,Plantae,Plants,10,Kingdom
53220,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
53220,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
53220,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
53220,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
53220,31160,Asteridae,Asteridae,,70,Subclass
53220,52679,Solanales,Solanales,,80,Order
53220,53175,CUSCUT,Cuscutaceae Dumort.,Dodder family,100,Family
53220,53176,CUSCU,Cuscuta L.,dodder,140,Genus
53220,53220,CUGR,Cuscuta gronovii Willd. ex Schult.,scaldweed,180,Species
53203,7168,Plantae,Plantae,Plants,10,Kingdom
53203,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
53203,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
53203,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
53203,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
53203,31160,Asteridae,Asteridae,,70,Subclass
53203,52679,Solanales,Solanales,,80,Order
53203,53175,CUSCUT,Cuscutaceae Dumort.,Dodder family,100,Family
53203,53176,CUSCU,Cuscuta L.,dodder,140,Genus
53203,53203,CUCO3,Cuscuta coryli Engelm.,hazel dodder,180,Species
53218,7168,Plantae,Plantae,Plants,10,Kingdom
53218,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
53218,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
53218,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
53218,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
53218,31160,Asteridae,Asteridae,,70,Subclass
53218,52679,Solanales,Solanales,,80,Order
53218,53175,CUSCUT,Cuscutaceae Dumort.,Dodder family,100,Family
53218,53176,CUSCU,Cuscuta L.,dodder,140,Genus
53218,53218,CUGL3,Cuscuta glomerata Choisy,rope dodder,180,Species
53196,7168,Plantae,Plantae,Plants,10,Kingdom
53196,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
53196,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
53196,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
53196,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
53196,31160,Asteridae,Asteridae,,70,Subclass
53196,52679,Solanales,Solanales,,80,Order
53196,53175,CUSCUT,Cuscutaceae Dumort.,Dodder family,100,Family
53196,53176,CUSCU,Cuscuta L.,dodder,140,Genus
53196,53196,CUCE,Cuscuta cephalanthi Engelm.,buttonbush dodder,180,Species
53249,7168,Plantae,Plantae,Plants,10,Kingdom
53249,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
53249,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
53249,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
53249,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
53249,31160,Asteridae,Asteridae,,70,Subclass
53249,52679,Solanales,Solanales,,80,Order
53249,53175,CUSCUT,Cuscutaceae Dumort.,Dodder family,100,Family
53249,53176,CUSCU,Cuscuta L.,dodder,140,Genus
53249,53249,CUPE3,Cuscuta pentagona Engelm.,fiveangled dodder,180,Species
53230,7168,Plantae,Plantae,Plants,10,Kingdom
53230,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
53230,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
53230,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
53230,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
53230,31160,Asteridae,Asteridae,,70,Subclass
53230,52679,Solanales,Solanales,,80,Order
53230,53175,CUSCUT,Cuscutaceae Dumort.,Dodder family,100,Family
53230,53176,CUSCU,Cuscuta L.,dodder,140,Genus
53230,53230,CUIN,Cuscuta indecora Choisy,bigseed alfalfa dodder,180,Species
53236,7168,Plantae,Plantae,Plants,10,Kingdom
53236,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
53236,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
53236,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
53236,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
53236,31160,Asteridae,Asteridae,,70,Subclass
53236,52679,Solanales,Solanales,,80,Order
53236,53175,CUSCUT,Cuscutaceae Dumort.,Dodder family,100,Family
53236,53176,CUSCU,Cuscuta L.,dodder,140,Genus
53236,53230,CUIN,Cuscuta indecora Choisy,bigseed alfalfa dodder,180,Species
53236,53236,CUINN,Cuscuta indecora Choisy var. neuropetala (Engelm.) Hitchc.,bigseed dodder,200,Variety
34199,7168,Plantae,Plantae,Plants,10,Kingdom
34199,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
34199,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
34199,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
34199,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
34199,31160,Asteridae,Asteridae,,70,Subclass
34199,31161,Asterales,Asterales,,80,Order
34199,31162,ASTERA,Asteraceae Bercht. & J. Presl,Aster family,100,Family
34199,34198,CYCLA4,Cyclachaena Fresen.,carelessweed,140,Genus
34199,34199,CYXA2,Cyclachaena xanthiifolia (Nutt.) Fresen.,carelessweed,180,Species
53261,7168,Plantae,Plantae,Plants,10,Kingdom
53261,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
53261,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
53261,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
53261,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
53261,31160,Asteridae,Asteridae,,70,Subclass
53261,52679,Solanales,Solanales,,80,Order
53261,53175,CUSCUT,Cuscutaceae Dumort.,Dodder family,100,Family
53261,53176,CUSCU,Cuscuta L.,dodder,140,Genus
53261,53261,CUPO,Cuscuta polygonorum Engelm.,smartweed dodder,180,Species
59061,7168,Plantae,Plantae,Plants,10,Kingdom
59061,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
59061,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
59061,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
59061,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
59061,55564,Caryophyllidae,Caryophyllidae,,70,Subclass
59061,55565,Caryophyllales,Caryophyllales,,80,Order
59061,58559,CHENOP,Chenopodiaceae Vent.,Goosefoot family,100,Family
59061,59060,CYCLO,Cycloloma Moq.,cycloloma,140,Genus
59061,59061,CYAT,Cycloloma atriplicifolium (Spreng.) J.M. Coult.,winged pigweed,180,Species
44898,7168,Plantae,Plantae,Plants,10,Kingdom
44898,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
44898,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
44898,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
44898,31159,Magnoliopsida,Magnoliopsida,Dicotyledons,60,Class
44898,31160,Asteridae,Asteridae,,70,Subclass
44898,44492,Lamiales,Lamiales,,80,Order
44898,44493,BORAGI,Boraginaceae Juss.,Borage family,100,Family
44898,44884,CYNOG,Cynoglossum L.,hound's tongue,140,Genus
44898,44898,CYVI,Cynoglossum virginianum L.,wild comfrey,180,Species
18573,7168,Plantae,Plantae,Plants,10,Kingdom
18573,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
18573,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
18573,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
18573,15730,Liliopsida,Liliopsida,Monocotyledons,60,Class
18573,16860,Commelinidae,Commelinidae,,70,Subclass
18573,17114,Cyperales,Cyperales,,80,Order
18573,17115,CYPERA,Cyperaceae Juss.,Sedge family,100,Family
18573,18527,CYPER,Cyperus L.,flatsedge,140,Genus
18573,18573,CYDI3,Cyperus diandrus Torr.,umbrella flatsedge,180,Species
18647,7168,Plantae,Plantae,Plants,10,Kingdom
18647,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
18647,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
18647,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
18647,15730,Liliopsida,Liliopsida,Monocotyledons,60,Class
18647,16860,Commelinidae,Commelinidae,,70,Subclass
18647,17114,Cyperales,Cyperales,,80,Order
18647,17115,CYPERA,Cyperaceae Juss.,Sedge family,100,Family
18647,18527,CYPER,Cyperus L.,flatsedge,140,Genus
18647,18647,CYHO,Cyperus houghtonii Torr.,Houghton's flatsedge,180,Species
29854,7168,Plantae,Plantae,Plants,10,Kingdom
29854,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
29854,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
29854,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
29854,15730,Liliopsida,Liliopsida,Monocotyledons,60,Class
29854,27002,Liliidae,Liliidae,,70,Subclass
29854,29614,Orchidales,Orchidales,,80,Order
29854,29636,ORCHID,Orchidaceae Juss.,Orchid family,100,Family
29854,29853,CYPRI,Cypripedium L.,lady's slipper,140,Genus
29854,29854,CYAC3,Cypripedium acaule Aiton,moccasin flower,180,Species
18814,7168,Plantae,Plantae,Plants,10,Kingdom
18814,12206,Tracheobionta,Tracheobionta,Vascular plants,20,Subkingdom
18814,14987,Spermatophyta,Spermatophyta,Seed plants,30,Superdivision
18814,15729,Magnoliophyta,Magnoliophyta,Flowering plants,40,Division
18814,15730,Liliopsida,Liliopsida,Monocotyledons,60,Class
