PlantID,Region,Status,Type
62515,CAN,N,Native
62515,L48,N,Native
62452,CAN,N,Native
62452,L48,N,Native
62438,CAN,N,Native
62438,L48,N,Native
62477,CAN,N,Native
62477,L48,N,Native
18123,CAN,N,Native
18123,L48,N,Native
62530,AK,N,Native
62530,CAN,N,Native
62530,GL,N,Native
62530,L48,N,Native
17341,CAN,N,Native
17341,L48,N,Native
18098,CAN,N,Native
18098,L48,N,Native
18102,CAN,N,Native
18102,L48,N,Native
18110,CAN,N,Native
18110,L48,N,Native
18121,CAN,N,Native
18121,L48,N,Native
18140,CAN,N,Native
18140,L48,N,Native
18104,CAN,N,Native
18104,L48,N,Native
18127,CAN,N,Native
18127,L48,N,Native
18171,AK,N,Native
18171,CAN,N,Native
18171,L48,N,Native
18172,CAN,N,Native
18172,L48,N,Native
18172,SPM,N,Native
18173,CAN,N,Native
18173,L48,N,Native
18177,CAN,N,Native
18177,L48,N,Native
18194,AK,N,Native
18194,CAN,N,Native
18194,L48,N,Native
18215,CAN,N,Native
18215,L48,N,Native
18242,CAN,N,Native
18242,L48,N,Native
18251,AK,N,Native
18251,CAN,N,Native
18251,GL,N,Native
18251,L48,N,Native
18251,SPM,N,Native
18246,CAN,N,Native
18246,L48,N,Native
18267,AK,N,Native
18267,CAN,N,Native
18267,GL,N,Native
18267,L48,N,Native
18267,SPM,N,Native
18302,AK,N,Native
18302,CAN,N,Native
18302,GL,N,Native
18302,L48,N,Native
18302,SPM,N,Native
18289,CAN,N,Native
18289,L48,N,Native
18287,CAN,N,Native
18287,L48,N,Native
18298,CAN,N,Native
18298,L48,N,Native
18307,AK,N,Native
18307,CAN,N,Native
18307,L48,N,Native
18317,CAN,N,Native
18317,L48,N,Native
18310,L48,N,Native
18311,CAN,N,Native
18311,L48,N,Native
18311,SPM,N,Native
18326,CAN,N,Native
18326,L48,N,Native
18327,AK,N,Native
18327,CAN,N,Native
18327,L48,N,Native
18327,SPM,N,Native
18342,CAN,N,Native
18342,L48,N,Native
18339,CAN,N,Native
18339,L48,N,Native
18349,CAN,N,Native
18349,L48,N,Native
18366,AK,N,Native
18366,CAN,N,Native
18366,GL,N,Native
18366,L48,N,Native
18366,SPM,N,Native
18400,AK,N,Native
18400,CAN,N,Native
18400,L48,N,Native
18427,CAN,N,Native
18427,L48,N,Native
18383,CAN,N,Native
18383,L48,N,Native
18436,CAN,N,Native
18436,L48,N,Native
18436,SPM,N,Native
18438,CAN,N,Native
18438,L48,N,Native
18471,AK,N,Native
18471,CAN,N,Native
18471,L48,N,Native
18453,AK,N,Native
18453,CAN,N,Native
18453,L48,N,Native
18453,SPM,N,Native
18464,CAN,N,Native
18464,L48,N,Native
18465,CAN,N,Native
18465,L48,N,Native
18465,SPM,N,Native
18506,CAN,N,Native
18506,L48,N,Native
18497,CAN,N,Native
18497,L48,N,Native
17229,CAN,N,Native
17229,L48,N,Native
17239,CAN,N,Native
17239,L48,N,Native
17239,SPM,N,Native
17233,AK,N,Native
17233,CAN,N,Native
17233,GL,N,Native
17233,L48,N,Native
17233,SPM,N,Native
17256,CAN,N,Native
17256,L48,N,Native
17256,SPM,N,Native
17262,AK,N,Native
17262,CAN,N,Native
17262,L48,N,Native
17281,CAN,N,Native
17281,L48,N,Native
17285,CAN,N,Native
17285,L48,N,Native
17305,CAN,N,Native
17305,L48,N,Native
17297,CAN,N,Native
17297,L48,N,Native
17327,CAN,N,Native
17327,L48,N,Native
17280,CAN,N,Native
17280,L48,N,Native
17280,SPM,N,Native
17326,CAN,N,Native
17326,L48,N,Native
17333,CAN,N,Native
17333,L48,N,Native
17361,CAN,N,Native
17361,L48,N,Native
17354,AK,N,Native
17354,CAN,N,Native
17354,L48,N,Native
17354,SPM,N,Native
17397,CAN,N,Native
17397,L48,N,Native
17363,AK,N,Native
17363,CAN,N,Native
17363,L48,N,Native
17355,AK,N,Native
17355,CAN,N,Native
17355,L48,N,Native
17355,SPM,N,Native
17368,CAN,N,Native
17368,L48,N,Native
17374,CAN,N,Native
17374,L48,N,Native
17384,L48,N,Native
17440,CAN,N,Native
17440,HI,I,Introduced
17440,L48,N,Native
17440,PR,I,Introduced
17445,CAN,N,Native
17445,L48,N,Native
17454,CAN,N,Native
17454,L48,N,Native
17500,CAN,N,Native
17500,L48,N,Native
17473,AK,N,Native
17473,CAN,N,Native
17473,GL,N,Native
17473,L48,N,Native
17473,SPM,N,Native
17503,CAN,N,Native
17503,L48,N,Native
17499,CAN,N,Native
17499,L48,N,Native
17543,CAN,N,Native
17543,L48,N,Native
17578,AK,N,Native
17578,CAN,N,Native
17578,L48,N,Native
17517,CAN,N,Native
17517,L48,N,Native
17517,SPM,N,Native
17571,CAN,N,Native
17571,GL,N,Native
17571,L48,N,Native
17571,SPM,N,Native
17577,AK,N,Native
17577,CAN,N,Native
17577,GL,N,Native
17577,L48,N,Native
17592,CAN,N,Native
17592,L48,N,Native
17592,SPM,N,Native
17604,CAN,N,Native
17604,L48,N,Native
17605,CAN,N,Native
17605,L48,N,Native
17605,SPM,N,Native
17638,CAN,N,Native
17638,L48,N,Native
17638,SPM,N,Native
17614,CAN,N,Native
17614,L48,N,Native
17644,AK,N,Native
17644,CAN,N,Native
17644,L48,N,Native
17644,SPM,N,Native
17676,CAN,N,Native
17676,L48,N,Native
17668,CAN,N,Native
17668,L48,N,Native
17668,SPM,N,Native
17662,AK,N,Native
17662,CAN,N,Native
17662,L48,N,Native
17670,CAN,N,Native
17670,L48,N,Native
17670,SPM,N,Native
17706,CAN,N,Native
17706,L48,N,Native
17707,CAN,N,Native
17707,L48,N,Native
17723,CAN,N,Native
17723,L48,N,Native
17724,AK,N,Native
17724,CAN,N,Native
17724,GL,N,Native
17724,L48,N,Native
17728,CAN,N,Native
17728,L48,N,Native
17765,CAN,N,Native
17765,L48,N,Native
17749,CAN,N,Native
17749,L48,N,Native
17764,CAN,N,Native
17764,L48,N,Native
17762,CAN,N,Native
17762,L48,N,Native
17767,CAN,N,Native
17767,L48,N,Native
17808,CAN,N,Native
17808,L48,N,Native
17850,CAN,N,Native
17850,L48,N,Native
17861,AK,N,Native
17861,CAN,N,Native
17861,L48,N,Native
17857,CAN,N,Native
17857,L48,N,Native
17884,AK,N,Native
17884,CAN,N,Native
17884,L48,N,Native
17888,CAN,N,Native
17888,L48,N,Native
17893,L48,N,Native
17907,AK,N,Native
17907,CAN,N,Native
17907,L48,N,Native
17907,SPM,N,Native
17931,CAN,N,Native
17931,L48,N,Native
17948,CAN,N,Native
17948,L48,N,Native
17960,AK,N,Native
17960,CAN,N,Native
17960,L48,N,Native
17950,AK,N,Native
17950,CAN,N,Native
17950,L48,N,Native
17961,CAN,N,Native
17961,L48,N,Native
17968,CAN,N,Native
17968,L48,N,Native
17971,CAN,N,Native
17971,L48,N,Native
17972,CAN,N,Native
17972,L48,N,Native
18010,AK,N,Native
18010,CAN,N,Native
18010,GL,N,Native
18010,L48,N,Native
17994,CAN,N,Native
17994,L48,N,Native
18001,CAN,N,Native
18001,GL,N,Native
18001,L48,N,Native
18038,CAN,N,Native
18038,L48,N,Native
18037,L48,N,Native
18075,CAN,N,Native
18075,L48,N,Native
18075,SPM,N,Native
18077,CAN,N,Native
18077,L48,N,Native
70629,L48,N,Native
50665,CAN,N,Native
50665,L48,N,Native
72316,CAN,N,Native
72316,L48,N,Native
87095,CAN,N,Native
87095,L48,N,Native
70952,CAN,N,Native
70952,L48,N,Native
21282,CAN,N,Native
21282,L48,N,Native
57335,AK,N,Native
57335,CAN,I,Introduced
57335,CAN,N,Native
57335,GL,N,Native
57335,L48,I,Introduced
57335,L48,N,Native
57335,SPM,N,Native
73825,CAN,N,Native
73825,L48,N,Native
78412,HI,I,Introduced
78412,L48,N,Native
78412,NAV,N,Native
78412,PB,I,Introduced
78412,PR,N,Native
78412,VI,N,Native
57437,CAN,N,Native
57437,L48,N,Native
71640,CAN,N,Native
71640,L48,N,Native
28362,CAN,N,Native
28362,L48,N,Native
75688,CAN,I,Introduced
75688,HI,I,Introduced
75688,L48,N,Native
75688,PB,I,Introduced
88860,AK,N,Native
88860,CAN,N,Native
88860,L48,N,Native
88861,AK,N,Native
88861,CAN,N,Native
88861,L48,N,Native
75633,CAN,N,Native
75633,L48,N,Native
75638,CAN,N,Native
75638,L48,N,Native
75734,CAN,N,Native
75734,HI,I,Introduced
75734,L48,N,Native
75734,PR,N,Native
75734,VI,N,Native
75659,HI,I,Introduced
75659,L48,N,Native
75659,NAV,N,Native
75659,PB,I,Introduced
75659,PR,N,Native
75659,VI,N,Native
85701,AK,N,Native
85701,CAN,N,Native
85701,GL,N,Native
85701,L48,N,Native
85701,SPM,N,Native
75815,CAN,N,Native
75815,L48,N,Native
75779,CAN,N,Native
75779,L48,N,Native
58875,AK,I,Introduced
58875,CAN,I,Introduced
58875,CAN,N,Native
58875,GL,I,Introduced
58875,HI,I,Introduced
58875,L48,I,Introduced
58875,L48,N,Native
58875,SPM,I,Introduced
75878,CAN,N,Native
75878,L48,N,Native
58890,CAN,N,Native
58890,L48,N,Native
50715,L48,N,Native
58989,L48,N,Native
50704,CAN,N,Native
50704,L48,N,Native
50704,SPM,N,Native
58893,CAN,I,Introduced
58893,L48,N,Native
58926,AK,N,Native
58926,CAN,N,Native
58926,L48,N,Native
58907,CAN,N,Native
58907,L48,N,Native
58902,AK,N,Native
58902,CAN,I,Introduced
58902,CAN,N,Native
58902,L48,N,Native
58997,AK,N,Native
58997,CAN,N,Native
58997,L48,N,Native
65631,CAN,N,Native
65631,L48,N,Native
21352,L48,N,Native
59004,AK,I,Introduced
59004,CAN,N,Native
59004,L48,N,Native
59011,AK,I,Introduced
59011,CAN,N,Native
59011,L48,N,Native
91918,CAN,N,Native
91918,L48,N,Native
59017,CAN,N,Native
59017,L48,N,Native
73839,AK,N,Native
73839,CAN,N,Native
73839,L48,N,Native
73842,AK,N,Native
73842,CAN,N,Native
73842,L48,N,Native
59020,CAN,N,Native
59020,L48,N,Native
33528,L48,N,Native
85730,CAN,N,Native
85730,L48,N,Native
33591,CAN,N,Native
33591,L48,N,Native
85733,CAN,N,Native
85733,L48,N,Native
33617,CAN,N,Native
33617,L48,N,Native
33633,CAN,N,Native
33633,L48,N,Native
72811,CAN,N,Native
72811,L48,N,Native
33666,CAN,N,Native
33666,L48,N,Native
33666,SPM,N,Native
33796,CAN,N,Native
33796,L48,N,Native
33711,CAN,N,Native
33711,L48,N,Native
59731,CAN,N,Native
59731,L48,N,Native
59731,SPM,N,Native
18515,CAN,N,Native
18515,L48,N,Native
59833,CAN,N,Native
59833,L48,N,Native
45584,CAN,N,Native
45584,L48,N,Native
45639,CAN,N,Native
45639,L48,N,Native
50768,CAN,N,Native
50768,L48,N,Native
92593,AK,N,Native
92593,CAN,N,Native
92593,L48,N,Native
45630,CAN,N,Native
45630,L48,N,Native
45630,SPM,N,Native
53921,AK,I,Introduced
53921,CAN,N,Native
53921,HI,I,Introduced
53921,L48,N,Native
88868,AK,N,Native
88868,CAN,N,Native
88868,GL,N,Native
88868,L48,N,Native
88868,SPM,N,Native
16911,L48,N,Native
16911,PR,N,Native
16911,VI,N,Native
49918,CAN,N,Native
49918,L48,N,Native
73861,CAN,N,Native
73861,L48,N,Native
73861,SPM,N,Native
33925,CAN,I,Introduced
33925,L48,N,Native
72897,AK,N,Native
72897,CAN,N,Native
72897,GL,N,Native
72897,L48,N,Native
72897,SPM,N,Native
29773,AK,N,Native
29773,CAN,N,Native
29773,L48,N,Native
29773,SPM,N,Native
29804,CAN,N,Native
29804,L48,N,Native
29818,AK,N,Native
29818,CAN,N,Native
29818,GL,N,Native
29818,L48,N,Native
29818,SPM,N,Native
33987,CAN,N,Native
33987,L48,N,Native
29796,CAN,N,Native
29796,L48,N,Native
33963,L48,N,Native
33966,L48,N,Native
59033,AK,N,Native
59033,CAN,N,Native
59033,L48,N,Native
75178,L48,N,Native
75206,AK,N,Native
75206,CAN,N,Native
75206,L48,N,Native
75206,SPM,N,Native
71773,AK,N,Native
71773,CAN,N,Native
71773,L48,N,Native
71825,AK,N,Native
71825,CAN,N,Native
71825,L48,N,Native
89227,L48,N,Native
88986,L48,N,Native
88993,CAN,N,Native
88993,L48,N,Native
89003,CAN,N,Native
89003,L48,N,Native
89016,CAN,N,Native
89016,L48,N,Native
89001,L48,N,Native
89040,CAN,N,Native
89040,L48,N,Native
89021,CAN,N,Native
89021,L48,N,Native
89039,CAN,N,Native
89039,L48,N,Native
89024,CAN,N,Native
89024,L48,N,Native
89077,CAN,N,Native
89077,L48,N,Native
89085,L48,N,Native
89088,CAN,N,Native
89088,L48,N,Native
89078,CAN,N,Native
89078,L48,N,Native
89137,CAN,N,Native
89137,L48,N,Native
89135,L48,N,Native
89152,CAN,N,Native
89152,L48,N,Native
89141,CAN,N,Native
89141,L48,N,Native
89164,CAN,N,Native
89164,L48,N,Native
89181,CAN,N,Native
89181,L48,N,Native
89200,CAN,N,Native
89200,L48,N,Native
89257,CAN,N,Native
89257,L48,N,Native
89300,CAN,N,Native
89300,L48,N,Native
89210,L48,N,Native
89220,CAN,N,Native
89220,L48,N,Native
89235,CAN,N,Native
89235,L48,N,Native
89268,CAN,N,Native
89268,L48,N,Native
89321,CAN,N,Native
89321,L48,N,Native
89272,L48,N,Native
89298,L48,N,Native
89306,CAN,N,Native
89306,L48,N,Native
89336,CAN,N,Native
89336,L48,N,Native
89373,L48,N,Native
89415,CAN,N,Native
89415,L48,N,Native
89381,CAN,N,Native
89381,L48,N,Native
89360,CAN,N,Native
89360,L48,N,Native
89454,L48,N,Native
89418,CAN,N,Native
89418,L48,N,Native
89530,CAN,N,Native
89530,L48,N,Native
89456,CAN,N,Native
89456,L48,N,Native
75989,L48,N,Native
75957,L48,I,Introduced
75957,L48,N,Native
75957,PR,N,Native
75957,VI,N,Native
89501,CAN,N,Native
89501,L48,N,Native
89532,CAN,N,Native
89532,L48,N,Native
89492,CAN,N,Native
89492,L48,N,Native
78659,L48,N,Native
78659,PR,N,Native
89538,CAN,N,Native
89538,L48,N,Native
14494,AK,N,Native
14494,CAN,N,Native
14494,L48,N,Native
68919,CAN,W,Introduced
68919,L48,I,Introduced
68919,L48,N,Native
68919,PB,I,Introduced
68919,PR,I,Introduced
73873,CAN,N,Native
73873,HI,I,Introduced
73873,L48,N,Native
14488,AK,N,Native
14488,CAN,N,Native
14488,L48,N,Native
53220,CAN,N,Native
53220,L48,N,Native
53203,CAN,N,Native
53203,L48,N,Native
53218,L48,N,Native
53196,CAN,N,Native
53196,L48,N,Native
53249,CAN,N,Native
53249,HI,I,Introduced
53249,L48,N,Native
53249,NAV,N,Native
53249,PB,I,Introduced
53249,PR,N,Native
53230,CAN,N,Native
53230,L48,N,Native
53230,PR,N,Native
53230,VI,N,Native
53236,CAN,N,Native
53236,L48,N,Native
53236,PR,N,Native
53236,VI,N,Native
34199,CAN,I,Introduced
34199,L48,N,Native
53261,CAN,N,Native
53261,L48,N,Native
59061,CAN,N,Native
59061,L48,N,Native
44898,CAN,N,Native
44898,L48,N,Native
18573,CAN,N,Native
18573,L48,N,Native
18647,CAN,N,Native
18647,L48,N,Native
29854,CAN,N,Native
29854,L48,N,Native
29854,SPM,N,Native
18814,CAN,N,Native
18814,L48,N,Native
18680,CAN,N,Native
18680,L48,N,Native
18830,CAN,N,Native
18830,L48,N,Native
18830,VI,N,Native
29859,CAN,N,Native
29859,L48,N,Native
29865,CAN,N,Native
29865,L48,N,Native
13478,CAN,N,Native
13478,L48,N,Native
29868,CAN,N,Native
29868,L48,N,Native
29875,AK,N,Native
29875,CAN,N,Native
29875,L48,N,Native
29875,SPM,N,Native
29876,CAN,N,Native
29876,L48,N,Native
29891,CAN,N,Native
29891,L48,N,Native
13468,CAN,N,Native
13468,L48,N,Native
13471,AK,N,Native
13471,CAN,N,Native
13471,GL,N,Native
13471,HI,I?,Introduced
13471,L48,N,Native
13471,SPM,N,Native
78885,CAN,N,Native
78885,L48,N,Native
78918,CAN,N,Native
78918,L48,N,Native
13483,CAN,N,Native
13483,L48,N,Native
29913,AK,N,Native
29913,CAN,N,Native
29913,L48,N,Native
13490,CAN,N,Native
13490,L48,N,Native
78834,L48,N,Native
21520,AK,N,Native
21520,CAN,N,Native
21520,GL,N,Native
21520,L48,N,Native
21520,SPM,N,Native
89643,AK,N,Native
89643,CAN,N,Native
89643,L48,N,Native
89643,SPM,N,Native
89639,CAN,N,Native
89639,L48,N,Native
55030,L48,N,Native
55030,PR,N,Native
55030,VI,I,Introduced
50862,L48,N,Native
13296,CAN,N,Native
13296,L48,N,Native
13495,CAN,N,Native
13495,L48,N,Native
62697,CAN,N,Native
62697,L48,N,Native
78996,CAN,N,Native
78996,L48,N,Native
79037,CAN,N,Native
79037,L48,N,Native
78998,CAN,N,Native
78998,L48,N,Native
79002,CAN,N,Native
79002,L48,N,Native
79087,CAN,N,Native
79087,L48,N,Native
79009,CAN,N,Native
79009,L48,N,Native
79034,L48,N,Native
79061,CAN,N,Native
79061,L48,N,Native
79141,CAN,N,Native
79141,L48,N,Native
79094,CAN,N,Native
79094,L48,N,Native
79099,L48,N,Native
79153,CAN,N,Native
79153,L48,N,Native
21631,CAN,N,Native
21631,L48,N,Native
21657,CAN,N,Native
21657,L48,N,Native
21657,PR,N,Native
21628,L48,N,Native
71830,CAN,N,Native
71830,L48,N,Native
71832,CAN,N,Native
71832,L48,N,Native
71836,L48,N,Native
21649,CAN,N,Native
21649,HI,I,Introduced
21649,L48,N,Native
21649,PR,N,Native
21682,CAN,N,Native
21682,L48,N,Native
21699,CAN,N,Native
21699,L48,N,Native
21699,SPM,N,Native
21736,CAN,N,Native
21736,L48,N,Native
21741,CAN,N,Native
21741,L48,N,Native
21741,PR,N,Native
21827,CAN,N,Native
21827,L48,N,Native
21835,CAN,N,Native
21835,L48,N,Native
21845,L48,N,Native
21872,L48,N,Native
21872,PR,N,Native
21851,L48,N,Native
21859,CAN,N,Native
21859,L48,N,Native
21863,CAN,N,Native
21863,L48,N,Native
21891,L48,N,Native
21891,PR,N,Native
22059,CAN,N,Native
22059,L48,N,Native
21975,CAN,N,Native
21975,L48,N,Native
21950,CAN,N,Native
21950,L48,N,Native
21936,CAN,N,Native
21936,L48,N,Native
47691,L48,N,Native
22004,CAN,N,Native
22004,L48,N,Native
22080,L48,N,Native
13540,CAN,N,Native
13540,L48,N,Native
27319,CAN,N,Native
27319,L48,N,Native
27319,PR,N,Native
62895,CAN,N,Native
62895,GL,N,Native
62895,L48,N,Native
86597,CAN,N,Native
86597,L48,N,Native
34298,CAN,N,Native
34298,L48,N,Native
34298,SPM,N,Native
62782,CAN,N,Native
62782,L48,N,Native
62933,AK,N,Native
62933,CAN,N,Native
62933,L48,N,Native
62811,AK,N,Native
62811,CAN,N,Native
62811,GL,N,Native
62811,L48,N,Native
62872,AK,N,Native
62872,CAN,N,Native
62872,GL,N,Native
62872,L48,N,Native
62872,SPM,N,Native
66808,CAN,N,Native
66808,L48,N,Native
66808,SPM,N,Native
62995,CAN,N,Native
62995,L48,N,Native
45683,AK,N,Native
45683,CAN,N,Native
45683,L48,N,Native
66796,CAN,N,Native
66796,L48,N,Native
66794,AK,N,Native
66794,CAN,N,Native
66794,HI,N,Native
66794,L48,N,Native
66812,AK,N,Native
66812,CAN,N,Native
66812,GL,N,Native
66812,L48,N,Native
66812,SPM,N,Native
66809,CAN,N,Native
66809,L48,N,Native
13559,CAN,N,Native
13559,L48,N,Native
13565,CAN,N,Native
13565,L48,N,Native
13568,L48,N,Native
13574,CAN,N,Native
13574,L48,N,Native
13562,CAN,N,Native
13562,L48,N,Native
13562,SPM,N,Native
13582,AK,N,Native
13582,CAN,N,Native
13582,GL,N,Native
13582,L48,N,Native
13593,CAN,N,Native
13593,L48,N,Native
13587,CAN,N,Native
13587,GL,N,Native
13587,L48,N,Native
13587,SPM,N,Native
13605,CAN,N,Native
13605,GL,N,Native
13605,L48,N,Native
13597,CAN,N,Native
13597,L48,N,Native
13597,SPM,N,Native
22231,CAN,N,Native
22231,L48,N,Native
22231,VI,I,Introduced
68945,CAN,N,Native
68945,L48,N,Native
34451,CAN,I,Introduced
34451,L48,N,Native
59064,CAN,I,Introduced
59064,HI,I,Introduced
59064,L48,I,Introduced
59064,L48,N,Native
59064,PR,N,Native
59064,VI,N,Native
15769,L48,N,Native
15769,PR,N,Native
68613,CAN,N,Native
68613,L48,N,Native
68613,SPM,N,Native
18931,CAN,N,Native
18931,L48,N,Native
18931,SPM,N,Native
18935,CAN,N,Native
18935,L48,N,Native
18882,CAN,N,Native
18882,L48,N,Native
18962,CAN,N,Native
18962,HI,I,Introduced
18962,L48,N,Native
18962,PB,N,Native
18962,PR,N,Native
18962,VI,N,Native
18947,AK,N,Native
18947,CAN,N,Native
18947,HI,N,Native
18947,L48,N,Native
18970,CAN,N,Native
18970,L48,N,Native
18984,L48,N,Native
19001,AK,N,Native
19001,CAN,N,Native
19001,L48,N,Native
18985,L48,N,Native
18985,PR,N,Native
18985,VI,N,Native
19019,CAN,N,Native
19019,HI,I,Introduced
19019,L48,N,Native
19019,PR,N,Native
19062,AK,N,Native
19062,CAN,N,Native
19062,GL,N,Native
19062,L48,N,Native
19062,SPM,N,Native
19071,HI,I,Introduced
19071,L48,N,Native
19071,PR,N,Native
19077,CAN,N,Native
19077,L48,N,Native
19102,L48,N,Native
53300,CAN,N,Native
53300,L48,N,Native
15893,CAN,N,Native
15893,L48,N,Native
22344,AK,N,Native
22344,CAN,N,Native
22344,GL,N,Native
22344,L48,N,Native
22465,CAN,N,Native
22465,L48,N,Native
22479,AK,N,Native
22479,CAN,N,Native
22479,L48,N,Native
22412,CAN,N,Native
22412,L48,N,Native
22651,CAN,N,Native
22651,L48,N,Native
22493,CAN,N,Native
22493,L48,N,Native
64808,CAN,N,Native
64808,L48,N,Native
22670,CAN,N,Native
22670,L48,N,Native
73107,CAN,N,Native
73107,L48,N,Native
85891,AK,N,Native
85891,CAN,N,Native
85891,HI,I,Introduced
85891,L48,N,Native
85891,SPM,N,Native
86031,CAN,N,Native
86031,L48,N,Native
65130,CAN,N,Native
65130,L48,N,Native
65130,SPM,N,Native
49921,CAN,N,Native
49921,L48,N,Native
85988,AK,N,Native
85988,CAN,N,Native
85988,GL,N,Native
85988,L48,N,Native
85988,SPM,N,Native
12219,CAN,N,Native
12219,L48,N,Native
86022,CAN,N,Native
86022,L48,N,Native
12244,AK,N,Native
12244,CAN,N,Native
12244,L48,N,Native
12228,AK,N,Native
12228,CAN,N,Native
12228,GL,N,Native
12228,L48,N,Native
12260,CAN,N,Native
12260,L48,N,Native
12254,AK,N,Native
12254,CAN,N,Native
12254,L48,N,Native
12251,AK,N,Native
12251,CAN,N,Native
12251,L48,N,Native
12256,AK,N,Native
12256,CAN,N,Native
12256,GL,N,Native
12256,L48,N,Native
12256,SPM,N,Native
12265,AK,N,Native
12265,CAN,N,Native
12265,GL,N,Native
12265,L48,N,Native
12265,SPM,N,Native
22734,CAN,N,Native
22734,L48,N,Native
22768,CAN,I,Introduced
22768,L48,N,Native
22818,CAN,N,Native
22818,HI,I,Introduced
22818,L48,N,Native
22818,PR,N,Native
22818,VI,N,Native
34582,CAN,N,Native
34582,HI,I,Introduced
34582,L48,N,Native
34582,PR,N,Native
34582,VI,N,Native
22819,CAN,N,Native
22819,L48,N,Native
22819,PR,N,Native
22819,VI,N,Native
34859,CAN,N,Native
34859,L48,N,Native
34859,PB,I,Introduced
34859,SPM,I,Introduced
35163,CAN,N,Native
35163,L48,N,Native
73965,CAN,N,Native
73965,L48,N,Native
35051,CAN,N,Native
35051,L48,N,Native
34827,AK,N,Native
34827,CAN,N,Native
34827,L48,N,Native
35001,CAN,N,Native
35001,L48,N,Native
26498,CAN,N,Native
26498,L48,N,Native
26498,SPM,N,Native
74019,L48,N,Native
19160,CAN,N,Native
19160,L48,N,Native
19160,SPM,N,Native
19162,AK,N,Native
19162,CAN,N,Native
19162,GL,N,Native
19162,L48,N,Native
19162,SPM,N,Native
19169,AK,N,Native
19169,CAN,N,Native
19169,L48,N,Native
19169,SPM,N,Native
63070,AK,N,Native
63070,L48,N,Native
63113,AK,N,Native
63113,CAN,N,Native
63113,L48,N,Native
28499,CAN,N,Native
28499,L48,N,Native
28498,CAN,N,Native
28498,L48,N,Native
35383,CAN,N,Native
35383,L48,N,Native
75053,CAN,N,Native
75053,L48,N,Native
35415,CAN,N,Native
35415,L48,N,Native
35449,L48,N,Native
75021,CAN,N,Native
75021,L48,N,Native
76104,L48,I,Introduced
76104,L48,N,Native
76184,CAN,I,Introduced
76184,L48,N,Native
35438,L48,N,Native
35437,CAN,I,Introduced
35437,L48,N,Native
50950,CAN,N,Native
50950,L48,N,Native
76067,CAN,N,Native
76067,L48,N,Native
50956,AK,I,Introduced
50956,CAN,N,Native
50956,L48,N,Native
50956,SPM,N,Native
35481,L48,N,Native
35549,CAN,N,Native
35549,L48,N,Native
76059,CAN,N,Native
76059,L48,N,Native
35594,CAN,N,Native
35594,L48,N,Native
35594,SPM,I,Introduced
35594,SPM,N,Native
76253,CAN,N,Native
76253,L48,N,Native
35642,CAN,N,Native
35642,L48,N,Native
35642,SPM,N,Native
35659,CAN,N,Native
35659,L48,N,Native
35611,CAN,N,Native
35611,L48,N,Native
23178,AK,N,Native
23178,CAN,N,Native
23178,GL,N,Native
23178,L48,N,Native
19178,CAN,N,Native
19178,L48,N,Native
22990,AK,N,Native
22990,CAN,N,Native
22990,L48,N,Native
89736,CAN,N,Native
89736,HI,I,Introduced
89736,L48,N,Native
89707,CAN,I,Introduced
89707,L48,N,Native
89751,AK,N,Native
89751,CAN,N,Native
89751,L48,N,Native
89751,SPM,N,Native
19219,CAN,N,Native
19219,L48,N,Native
83818,CAN,N,Native
83818,L48,N,Native
49786,CAN,N,Native
49786,L48,N,Native
43996,CAN,N,Native
43996,L48,N,Native
19251,CAN,N,Native
19251,L48,N,Native
55870,CAN,I,Introduced
55870,L48,N,Native
30092,CAN,N,Native
30092,L48,N,Native
35792,CAN,I,Introduced
35792,HI,I,Introduced
35792,L48,N,Native
47834,CAN,N,Native
47834,L48,N,Native
47797,CAN,N,Native
47797,L48,N,Native
47818,AK,N,Native
47818,CAN,N,Native
47818,L48,N,Native
47901,AK,N,Native
47901,CAN,N,Native
47901,L48,N,Native
47962,CAN,N,Native
47962,L48,N,Native
47962,SPM,N,Native
47902,CAN,N,Native
47902,L48,N,Native
47902,SPM,N,Native
47904,CAN,N,Native
47904,L48,N,Native
47970,CAN,N,Native
47970,L48,N,Native
48043,AK,N,Native
48043,CAN,N,Native
48043,GL,I?,Introduced
48043,L48,N,Native
48043,SPM,N,Native
35835,CAN,N,Native
35835,HI,I,Introduced
35835,L48,N,Native
35835,PB,I,Introduced
44105,CAN,N,Native
44105,L48,N,Native
44055,CAN,N,Native
44055,L48,N,Native
44092,CAN,N,Native
44092,L48,N,Native
44119,CAN,N,Native
44119,L48,N,Native
44117,CAN,N,Native
44117,L48,N,Native
44184,CAN,N,Native
44184,L48,N,Native
44124,L48,N,Native
44207,CAN,N,Native
44207,L48,N,Native
44257,CAN,N,Native
44257,L48,N,Native
83748,CAN,N,Native
83748,L48,N,Native
92608,AK,N,Native
92608,CAN,N,Native
92608,L48,N,Native
92608,SPM,N,Native
83697,AK,I,Introduced
83697,CAN,N,Native
83697,L48,N,Native
89776,AK,N,Native
89776,CAN,N,Native
89776,L48,N,Native
83771,AK,I,Introduced
83771,CAN,N,Native
83771,L48,I,Introduced
83771,L48,N,Native
83771,SPM,N,Native
83713,CAN,N,Native
83713,L48,N,Native
89850,CAN,N,Native
89850,L48,N,Native
89856,CAN,N,Native
89856,L48,N,Native
89854,L48,N,Native
47077,L48,N,Native
23252,AK,N,Native
23252,CAN,N,Native
